latitude,longitude,event_date,elevation,slope
35.87845,84.055431,20-01-2008 00:00,5162,7.56
29.510334,95.295017,08-09-2014 00:00,1750,54.68
22.332172,75.565035,20-08-2013 00:00,310,10.36
31.353463,89.357467,12-04-2010 00:00,5129,9.13
37.409961,87.836924,21-05-2010 00:00,5181,24.86
33.542003,74.95466,07-07-2012 00:00,2438,34.58
33.559409,88.572632,01-04-2016 00:00,5124,5.39
37.074179,85.3537,25-07-2013 00:00,4320,24.48
32.196716,82.692116,14-09-2010 00:00,4795,9.59
36.52007,75.753563,16-06-2011 00:00,5806,43.2
30.012518,84.695697,25-04-2010 00:00,5770,5.64
38.974297,68.982565,23-05-2017 00:00,3985,29.62
35.523216,78.561953,03-11-2011 00:00,5607,39.82
28.022926,93.401823,23-03-2009 00:00,1830,30.8
35.744816,65.191266,08-12-2011 00:00,1817,28.27
37.459041,72.012736,10-12-2015 00:00,4105,7.24
21.183057,93.850522,30-06-2017 00:00,1113,23.01
33.116199,81.067987,20-09-2009 00:00,4787,8.71
11.663528,76.124988,13-07-2008 00:00,734,10.33
32.209614,78.934994,10-11-2013 00:00,5602,32.2
27.745403,72.108216,19-05-2013 00:00,178,6.23
25.313581,96.617572,15-10-2016 00:00,757,18.77
29.080863,92.359344,06-10-2013 00:00,4308,24.47
32.957381,77.552189,04-02-2013 00:00,5121,44.65
31.509375,68.458614,16-12-2012 00:00,2176,11.97
33.007808,75.624329,12-09-2007 00:00,2253,34.82
21.343343,93.379846,13-08-2012 00:00,1273,45.67
37.008114,72.768149,29-12-2014 00:00,3794,19.4
13.402634,79.414593,25-06-2014 00:00,254,12.71
36.14587,67.949503,05-07-2009 00:00,2201,37.15
30.694407,91.804638,31-08-2009 00:00,5420,37.86
22.896677,96.581041,14-07-2017 00:00,1134,11.21
31.555086,70.831518,08-10-2016 00:00,163,5.21
34.090923,62.921295,13-06-2009 00:00,2186,21.45
18.539635,97.023744,16-08-2012 00:00,1435,23.38
33.482121,73.595764,07-05-2011 00:00,528,11.42
31.814056,93.553834,22-05-2016 00:00,4930,33.76
29.238225,66.910342,19-04-2013 00:00,2359,7.67
31.305345,90.197674,24-03-2017 00:00,5099,6.69
28.540768,81.645143,11-07-2007 00:00,778,8.69
37.97304,90.269427,22-05-2008 00:00,3464,6.76
32.796348,66.588405,29-05-2008 00:00,2587,25.81
33.304332,75.224026,16-04-2010 00:00,1948,40.82
4.534123,96.091728,26-06-2015 00:00,132,8.3
21.858093,73.817764,23-12-2013 00:00,173,12.35
34.514902,85.190662,29-06-2008 00:00,5599,17.01
32.190534,77.467766,24-02-2010 00:00,5263,26.15
26.486177,97.650246,16-10-2011 00:00,395,11.39
23.292148,96.208051,21-07-2007 00:00,339,7.5
29.144441,69.671782,13-07-2012 00:00,751,10.03
17.463159,97.288058,07-07-2016 00:00,51,11.39
36.324779,68.058195,16-02-2010 00:00,1586,42.82
35.245335,72.092027,21-09-2007 00:00,2701,34.81
38.419553,76.516349,25-03-2015 00:00,1899,26
18.663384,81.466845,26-02-2014 00:00,455,6.61
36.836876,88.24255,21-03-2007 00:00,4741,6.4
21.694037,97.835594,19-12-2007 00:00,1176,9.61
29.830874,96.570603,27-09-2009 00:00,5097,8.68
26.540763,66.912203,07-11-2013 00:00,511,14.99
34.009505,90.301405,18-01-2017 00:00,5484,13.59
31.451078,81.921982,17-01-2012 00:00,5657,19.85
27.457554,83.975665,03-09-2007 00:00,271,12.6
14.297582,79.123554,03-09-2007 00:00,186,5.86
29.720702,91.121638,09-04-2014 00:00,3999,28.92
9.549732,76.854849,01-09-2014 00:00,158,15.29
23.741825,93.890645,17-10-2014 00:00,2057,22.93
28.837709,80.780489,03-05-2015 00:00,515,18.36
25.965557,63.630731,04-01-2015 00:00,655,14.38
28.578,86.394122,12-07-2014 00:00,4937,14.36
33.57272,90.566931,14-05-2015 00:00,4995,6.11
33.750758,92.830983,24-09-2012 00:00,4677,14.48
37.56131,70.475007,25-10-2007 00:00,2170,21.14
31.672328,78.765258,21-12-2012 00:00,5629,35
22.778934,83.227501,07-10-2010 00:00,1090,10.19
29.280556,82.241891,09-12-2010 00:00,3183,15.38
34.513524,84.98739,18-02-2016 00:00,5395,7.83
25.548956,92.606682,08-10-2009 00:00,703,25.45
35.011888,74.095514,26-01-2014 00:00,4031,26.81
34.686758,80.460961,11-09-2011 00:00,5274,5.94
24.121512,75.787317,21-09-2008 00:00,443,5.18
37.018619,61.670335,30-10-2015 00:00,280,5.58
36.119088,76.456587,21-09-2015 00:00,3819,5.8
27.22155,95.807079,05-05-2008 00:00,718,33.29
30.31364,78.308985,09-02-2013 00:00,1354,36
38.704259,91.218032,13-06-2008 00:00,3054,7.74
35.292448,92.440962,11-02-2017 00:00,4904,6.41
28.300599,85.761027,17-09-2013 00:00,5374,20.89
28.251602,90.421059,18-11-2008 00:00,4809,18.14
25.014767,94.642632,22-10-2012 00:00,1046,13.07
36.584084,71.424626,07-04-2016 00:00,2974,27.79
37.688499,96.812432,03-07-2017 00:00,4442,40.43
28.819913,88.371364,22-12-2016 00:00,5716,21.06
29.058771,82.775921,15-03-2013 00:00,3423,32.56
32.977212,95.355507,01-08-2011 00:00,4805,15.57
31.108638,70.054563,27-10-2011 00:00,1219,19.74
30.773316,85.533624,06-03-2011 00:00,5248,18.86
23.271398,80.62706,02-11-2014 00:00,595,6.17
36.951605,78.166541,12-03-2016 00:00,4089,36.64
32.997926,68.875223,12-09-2015 00:00,2361,6.28
18.744923,82.569249,28-03-2013 00:00,892,11.26
26.228881,69.854383,14-02-2015 00:00,63,5.91
25.162807,95.604491,02-02-2011 00:00,285,6.2
32.104436,79.72891,24-07-2015 00:00,5226,11.89
19.364566,78.759479,10-02-2013 00:00,371,5.3
32.860813,81.174412,01-02-2017 00:00,4779,22.84
21.951682,86.430912,06-07-2015 00:00,983,11.99
31.415482,86.601824,01-07-2016 00:00,4784,5.88
22.377786,81.123963,25-05-2007 00:00,809,17.04
29.539093,63.126579,20-09-2016 00:00,1097,13.68
32.648791,93.263264,28-11-2008 00:00,5579,35.77
38.367709,97.418069,03-02-2017 00:00,4177,14.04
25.437124,73.818629,01-05-2010 00:00,747,6.73
34.280714,67.786725,12-11-2009 00:00,3307,7.17
19.023975,96.591779,04-10-2012 00:00,201,8.94
37.760647,86.672388,13-01-2014 00:00,4502,25.45
27.678119,91.073281,05-09-2012 00:00,1974,22.49
36.928632,92.471859,28-01-2017 00:00,3282,6.92
7.742706,80.801229,16-04-2017 00:00,121,5.25
32.69456,77.277741,28-09-2012 00:00,5463,39.87
31.888646,80.524347,13-09-2012 00:00,5657,20.83
36.038965,84.275316,12-01-2011 00:00,5079,11.04
35.927278,78.966734,09-02-2009 00:00,5954,35.06
29.260778,85.376039,21-11-2015 00:00,4477,16.02
36.330046,75.749312,12-04-2011 00:00,4529,53.96
34.380982,90.527748,13-09-2012 00:00,5212,9.4
30.632214,78.524124,16-03-2010 00:00,2064,25.32
30.381613,89.001037,05-09-2016 00:00,5173,8.76
31.757692,96.940207,06-05-2015 00:00,4189,22.74
32.08792,76.670901,05-08-2010 00:00,1211,9.8
19.860625,94.907586,18-04-2008 00:00,180,5.76
29.671087,92.073088,09-05-2015 00:00,5287,35.15
27.655565,89.070372,28-05-2016 00:00,4492,13.38
11.119196,76.306477,08-08-2012 00:00,95,5.73
28.916756,69.430184,19-12-2008 00:00,337,6.81
35.734664,68.107908,29-03-2012 00:00,3004,20.54
35.613001,77.013613,23-04-2008 00:00,6408,46.62
38.811163,72.102767,10-08-2011 00:00,5355,59.69
36.369451,67.200263,19-08-2017 00:00,1981,11.48
31.484063,92.260251,06-04-2016 00:00,4849,17.1
34.764605,61.514447,19-05-2013 00:00,1027,5.46
29.345917,82.526423,05-09-2008 00:00,4280,40.07
35.08398,95.532911,27-03-2013 00:00,4656,13.51
30.307675,84.106922,15-02-2017 00:00,5760,22.52
25.492039,73.81706,03-03-2016 00:00,619,19.28
29.300621,67.180567,25-01-2016 00:00,1764,18.47
37.672815,91.354566,18-01-2009 00:00,3387,13.15
35.513179,67.736349,13-04-2010 00:00,2982,26.69
25.655448,91.6677,10-06-2007 00:00,1387,12.34
38.679099,89.609933,05-01-2013 00:00,3424,10.48
36.574677,72.177706,16-09-2007 00:00,4955,42.51
31.626078,67.735195,08-11-2012 00:00,2325,14.72
34.87339,70.288683,20-05-2007 00:00,2098,33.59
25.320503,93.893829,23-02-2015 00:00,1747,24.2
27.078212,93.606667,15-11-2011 00:00,197,11.98
33.494847,84.842988,05-12-2010 00:00,5147,7.21
34.821331,66.152531,27-03-2013 00:00,3635,8.75
37.59864,79.252825,03-12-2015 00:00,1290,5.01
29.284126,88.333541,09-01-2015 00:00,4635,22.52
30.277893,89.01038,08-08-2015 00:00,5425,22.51
28.848219,91.683449,12-08-2011 00:00,5091,11.31
36.399488,71.115301,03-11-2013 00:00,4420,10.35
30.831055,83.990618,04-11-2011 00:00,5697,24.19
28.372028,88.783634,08-08-2017 00:00,5200,14.74
31.415799,78.476817,19-02-2008 00:00,5227,39.18
28.551927,89.038791,23-05-2016 00:00,4976,28.99
26.723208,69.101005,07-03-2009 00:00,72,7.95
36.88901,69.699559,13-06-2016 00:00,755,13.48
13.769635,74.7089,17-09-2008 00:00,60,5.63
30.364454,80.483566,19-02-2011 00:00,4873,32.9
6.944933,93.813511,16-07-2015 00:00,34,14.61
33.231688,69.489982,22-08-2012 00:00,2359,34.16
36.16997,89.134008,18-02-2014 00:00,4947,5.05
32.248643,97.110682,17-09-2012 00:00,4676,7.82
29.217893,83.385716,20-12-2015 00:00,5285,29.12
22.224383,92.443915,06-12-2015 00:00,307,6.62
17.548723,73.558851,17-09-2008 00:00,32,5.01
5.004603,95.856018,24-05-2012 00:00,1415,19.99
37.121639,89.577526,28-08-2011 00:00,4124,5.06
27.194385,87.969645,10-10-2013 00:00,2732,24.5
35.021696,70.014188,06-01-2010 00:00,2509,33.16
6.315703,80.318403,14-03-2008 00:00,58,9.25
34.136109,96.474638,12-12-2009 00:00,4460,13.55
31.330746,78.551463,11-07-2010 00:00,5035,33.74
34.034202,69.341628,09-03-2016 00:00,3539,35.9
18.055771,96.965461,04-03-2015 00:00,84,10.45
21.741109,74.222737,29-04-2017 00:00,562,15.13
35.026456,85.867301,06-04-2014 00:00,5220,5.78
19.951936,96.513356,17-02-2007 00:00,616,23.98
37.10135,87.289633,25-06-2009 00:00,4346,9.06
29.780747,93.797954,15-06-2012 00:00,3567,37.85
28.019634,97.5151,09-03-2012 00:00,2525,29.49
34.718348,70.839323,23-05-2016 00:00,2029,21.7
36.687754,64.400695,08-02-2008 00:00,634,5.41
38.289977,74.089532,18-02-2014 00:00,4181,20.49
29.285504,87.694651,11-07-2016 00:00,4521,40.44
23.591961,84.591763,13-04-2012 00:00,747,11.69
34.8189,75.896297,25-12-2010 00:00,4258,17.48
29.669261,95.788683,10-12-2009 00:00,4369,30
32.876564,68.279116,08-07-2010 00:00,2324,14.74
29.450892,85.467492,02-03-2007 00:00,5211,34.89
38.34972,90.001292,23-03-2014 00:00,3667,13.06
36.539426,86.612695,12-05-2010 00:00,5131,15.85
31.275957,77.758981,12-04-2016 00:00,2834,35.15
25.049793,87.420397,24-06-2017 00:00,95,6.9
27.951114,66.468759,07-09-2014 00:00,1478,6.19
35.172674,63.295165,22-09-2010 00:00,964,8.89
31.097747,83.464172,15-12-2015 00:00,6123,24.07
37.413024,91.406869,12-10-2013 00:00,4449,27.19
24.072031,93.506834,28-07-2010 00:00,921,23.29
6.539211,80.73641,25-08-2015 00:00,379,6.25
37.252829,66.27221,19-08-2007 00:00,278,5.54
25.868239,66.107586,29-07-2009 00:00,212,16.13
35.960922,67.876281,07-12-2013 00:00,2756,15.22
27.673845,88.225785,04-04-2013 00:00,6089,22.6
32.992924,69.433498,14-12-2008 00:00,2076,17.32
36.320904,92.156894,23-12-2015 00:00,4341,33.61
32.959674,62.564737,14-02-2010 00:00,1117,11.21
19.936579,78.545474,29-08-2011 00:00,224,5.17
26.273118,96.289361,05-05-2010 00:00,334,11.49
17.256715,81.557334,28-06-2011 00:00,98,13.76
35.191521,71.108242,02-08-2016 00:00,3818,34.98
36.324442,75.981863,08-08-2009 00:00,5558,42
37.217311,76.383291,07-02-2013 00:00,4119,32.17
25.047844,73.663137,11-08-2015 00:00,709,9.2
34.650237,73.323045,15-08-2010 00:00,2712,44.49
31.506789,86.293902,14-12-2009 00:00,5145,5.2
23.140581,74.111338,13-11-2010 00:00,247,6.13
27.101322,67.115743,13-07-2008 00:00,695,29.04
33.403772,95.927044,28-08-2008 00:00,4441,8.51
35.512745,60.487972,20-12-2012 00:00,1494,27.08
31.382069,82.088946,16-06-2010 00:00,5468,17.71
29.770559,95.599559,18-04-2008 00:00,3617,18.59
19.212757,96.03841,17-11-2007 00:00,200,17.96
18.298039,81.754123,22-02-2010 00:00,308,12.21
38.150437,79.047249,28-04-2013 00:00,1271,5.54
29.167173,97.098849,16-10-2010 00:00,4343,45.1
33.059278,85.45883,14-04-2016 00:00,5030,14.58
26.168041,78.136644,01-02-2010 00:00,240,9.25
32.139012,83.345288,23-12-2015 00:00,5362,22.36
38.474603,86.640572,12-11-2015 00:00,1083,6.55
31.477268,78.303426,24-12-2009 00:00,4522,34.35
28.765084,88.326127,25-08-2009 00:00,5775,21.34
33.81742,91.308709,25-03-2008 00:00,5102,14.29
34.302293,63.233401,21-07-2017 00:00,2359,20.72
37.60258,75.876069,04-04-2010 00:00,3727,36.74
33.227335,76.137683,15-08-2015 00:00,3214,38.92
28.688207,88.529944,08-12-2011 00:00,5420,10.78
36.494238,88.055275,19-06-2015 00:00,4941,5.79
18.452753,97.417575,31-05-2012 00:00,169,10.49
35.44575,86.160162,07-05-2015 00:00,5185,7.46
38.229996,86.952075,16-12-2014 00:00,2482,27.68
29.810161,68.674969,29-05-2017 00:00,841,16.66
36.374168,70.593712,14-12-2014 00:00,5093,45.92
34.126161,63.048143,10-08-2015 00:00,2151,14.04
35.357361,64.532371,28-08-2009 00:00,2150,29.1
32.434267,85.440749,24-01-2008 00:00,5073,12.7
24.646862,95.941907,14-01-2007 00:00,418,15.28
21.666669,72.919214,17-03-2013 00:00,6,5.09
30.401879,64.690349,26-08-2008 00:00,1001,5.51
29.418633,67.354573,17-09-2009 00:00,1870,15.02
19.802415,96.421739,13-12-2010 00:00,533,14.92
27.990158,86.216905,19-03-2016 00:00,3638,49.69
38.192283,72.623785,13-09-2007 00:00,3736,38.37
25.509392,75.018739,02-06-2017 00:00,362,5.51
26.872479,88.602266,09-12-2008 00:00,163,6.78
23.899948,92.059468,13-03-2017 00:00,96,14.46
29.671337,66.653768,24-06-2010 00:00,1707,6.28
34.587374,63.689488,08-04-2008 00:00,2307,15.46
35.571194,60.75003,28-09-2008 00:00,1629,11.77
35.435364,70.164322,27-01-2016 00:00,4342,33.42
16.106376,75.90445,25-08-2014 00:00,526,7.67
15.370974,75.041702,07-02-2010 00:00,702,5.2
22.234528,81.345975,23-06-2015 00:00,360,8.79
35.956946,68.724305,03-09-2016 00:00,772,14.29
21.88374,73.85502,27-02-2011 00:00,315,29.12
31.654978,87.752432,02-02-2015 00:00,4949,20.46
33.107922,76.901138,30-11-2014 00:00,5626,15.31
36.524863,60.751643,13-05-2008 00:00,398,5.82
38.197379,67.322952,14-08-2016 00:00,1207,10.56
29.952452,67.153424,17-04-2008 00:00,1738,5.54
33.045332,76.863008,05-12-2011 00:00,5503,45.6
27.574311,97.78315,22-09-2015 00:00,863,25.04
36.925245,71.7715,01-08-2009 00:00,4770,46.63
34.116619,67.290162,10-02-2014 00:00,2943,15.75
36.773731,74.357737,13-04-2007 00:00,4341,30.95
18.073381,82.494306,27-05-2014 00:00,1315,8.82
33.527097,64.111666,03-11-2012 00:00,2131,13.83
33.949071,77.867811,20-10-2015 00:00,4914,24.88
36.250009,79.623439,22-10-2016 00:00,4500,19.89
14.937425,79.154246,09-02-2007 00:00,283,14.39
36.366467,82.858146,16-07-2016 00:00,5267,33.52
33.899219,70.704768,01-10-2013 00:00,1927,20.1
11.880055,92.743072,19-04-2008 00:00,38,16.15
21.273234,93.160774,11-09-2011 00:00,502,21.76
36.92637,91.296416,17-11-2015 00:00,4251,9.9
32.741668,69.375355,08-08-2008 00:00,2360,11.9
29.502892,92.374952,17-12-2009 00:00,4337,9.9
38.746101,96.998717,30-11-2007 00:00,4308,20.58
32.473216,62.697382,09-05-2008 00:00,1887,18.76
37.82518,69.959922,28-06-2012 00:00,1782,7.27
24.464474,93.190725,28-08-2009 00:00,512,11.87
35.571514,82.138777,21-04-2011 00:00,5503,39.47
30.416517,88.689742,03-01-2013 00:00,5060,5.36
30.098259,69.638105,09-04-2016 00:00,1541,18.71
30.938136,96.139414,05-04-2016 00:00,3796,34.38
33.706255,66.344648,03-05-2013 00:00,2888,28.76
27.181557,91.36788,09-06-2008 00:00,843,38.62
25.08824,69.854117,13-10-2016 00:00,65,6.16
24.937877,74.838078,02-03-2009 00:00,465,7.13
32.960413,70.394904,27-03-2012 00:00,684,12.02
34.323425,85.955971,11-06-2007 00:00,5675,16.08
34.404313,67.247812,27-12-2010 00:00,3507,28.18
28.604196,66.199925,20-02-2016 00:00,1920,18.49
31.026079,93.67068,24-11-2008 00:00,4691,25.03
34.13672,74.204404,07-11-2013 00:00,2396,32.95
33.003894,80.036963,22-06-2014 00:00,5500,22.6
23.826652,97.439809,08-04-2008 00:00,1287,15.9
32.963822,79.725653,24-06-2017 00:00,4820,20.91
12.379181,92.811582,27-10-2016 00:00,31,7.9
31.246769,77.023837,03-11-2012 00:00,1210,27.07
30.857498,80.777385,12-11-2014 00:00,4658,10.21
34.3787,84.834953,28-02-2007 00:00,5333,6.71
27.943336,61.418068,06-07-2014 00:00,1534,11.06
6.907921,80.831084,25-06-2009 00:00,1635,14.25
29.577084,92.138379,12-08-2009 00:00,5373,27.73
32.513423,80.647257,09-09-2008 00:00,4880,25.28
31.29426,74.419862,20-11-2010 00:00,214,5.64
29.036645,84.740462,06-09-2015 00:00,4960,7.23
35.997389,75.107949,23-03-2011 00:00,4431,35.94
33.738034,94.373504,08-04-2012 00:00,4869,5.42
26.956922,95.877805,18-05-2013 00:00,956,25.25
19.217307,82.87371,18-03-2014 00:00,811,17.36
36.931403,72.96837,06-08-2016 00:00,3747,41.48
33.822796,77.1773,27-04-2012 00:00,5022,16.06
34.622247,94.706829,26-06-2016 00:00,4774,18.04
32.754183,85.167272,14-12-2008 00:00,5199,12.53
33.83347,97.19208,27-10-2013 00:00,4470,5.73
28.350105,94.485797,23-07-2008 00:00,1579,41.11
21.463043,78.044118,23-05-2012 00:00,668,16.24
38.63644,75.673082,07-06-2016 00:00,2727,40.27
36.542578,71.091963,19-09-2010 00:00,4279,19.49
38.914865,90.086333,24-01-2010 00:00,3343,5.22
12.811695,77.045029,27-08-2016 00:00,850,16.43
29.783774,86.43535,06-10-2007 00:00,5752,15.17
34.595812,94.336842,23-02-2009 00:00,4507,19.27
32.950029,77.447742,15-05-2008 00:00,4453,6.02
36.050681,82.002459,18-03-2017 00:00,3761,5.71
34.247379,97.874523,05-02-2014 00:00,4719,5.62
35.078625,93.49782,17-06-2008 00:00,4725,13.12
18.637394,83.882206,15-08-2008 00:00,293,23.48
23.560739,82.321858,12-03-2017 00:00,706,6.3
30.410621,84.297768,12-04-2009 00:00,5439,10.09
35.860408,66.992518,07-01-2012 00:00,1519,24.48
6.786384,80.003164,21-08-2012 00:00,25,7.97
2.464278,96.3295,19-06-2010 00:00,122,10.76
26.991333,88.763261,11-09-2016 00:00,607,26.12
30.122951,89.852024,08-11-2014 00:00,5607,33.61
31.745035,94.112164,08-09-2007 00:00,4851,17.23
23.317325,85.735201,18-01-2016 00:00,333,5.91
31.516934,70.286962,21-12-2010 00:00,466,12.9
15.1137,76.565996,27-12-2010 00:00,621,21
37.266798,75.589143,15-05-2017 00:00,4750,10.52
37.374603,77.235713,18-11-2016 00:00,2298,16.07
27.509565,87.674924,10-01-2010 00:00,3311,40.86
29.635833,89.77044,11-10-2016 00:00,5182,17.59
34.058297,89.477133,24-05-2010 00:00,5323,6.08
30.993756,90.894255,10-09-2015 00:00,5087,21.12
37.839109,66.606845,07-08-2009 00:00,2134,30.49
28.524646,95.522265,12-03-2011 00:00,2866,26.92
21.561446,84.993823,27-06-2009 00:00,189,9.24
29.665101,97.544374,15-04-2014 00:00,3436,28.72
7.741623,80.758674,08-11-2011 00:00,222,15.78
27.909659,93.311804,29-10-2013 00:00,949,36.02
32.292058,91.724441,12-12-2013 00:00,4744,15.93
27.602625,86.816146,15-08-2017 00:00,3976,16.05
37.189797,71.938557,04-10-2007 00:00,2927,15.21
31.622488,90.853635,10-05-2017 00:00,4767,10.23
34.651876,64.064575,01-07-2010 00:00,2790,14.42
32.15037,96.646326,09-11-2008 00:00,4449,6.17
34.335767,79.579498,15-11-2016 00:00,6080,13.34
33.509945,91.29269,15-01-2010 00:00,5150,9.44
23.870609,91.768989,26-09-2010 00:00,206,15.64
38.904887,97.555118,07-04-2017 00:00,4022,33.23
36.156973,94.187601,16-01-2009 00:00,3924,40.12
34.480125,89.944505,14-05-2013 00:00,5238,5.99
25.822784,78.920094,01-06-2008 00:00,169,5.28
32.581845,93.264892,27-04-2016 00:00,4885,20.11
31.111825,78.857651,29-08-2012 00:00,5030,13.15
20.299274,93.900898,24-08-2012 00:00,128,20.87
33.155361,77.487175,21-05-2010 00:00,4546,33.72
25.888605,81.256958,19-01-2013 00:00,112,5.11
35.284206,63.965349,11-11-2016 00:00,1586,23.68
30.691189,70.119992,29-01-2008 00:00,1049,21.91
36.927774,69.892511,25-07-2012 00:00,992,15.15
27.247154,69.470182,24-01-2016 00:00,70,6.3
36.078424,75.172945,04-11-2007 00:00,5162,57.6
27.154622,91.076887,16-07-2008 00:00,1862,29.66
36.314925,84.336545,10-01-2014 00:00,4997,13.21
24.321434,93.449256,21-05-2008 00:00,1107,37.23
24.208108,73.180627,20-06-2015 00:00,404,17.49
14.751362,78.354177,26-11-2014 00:00,349,8.59
32.16645,94.846681,02-03-2012 00:00,5176,27.33
25.967856,94.101328,13-11-2016 00:00,551,12.25
24.51066,93.440469,16-04-2016 00:00,577,21.23
34.534635,71.54724,18-01-2012 00:00,1009,34.12
31.883514,80.006854,09-03-2007 00:00,5522,15.38
29.72172,71.562721,24-02-2014 00:00,119,6.52
32.746583,85.391792,24-03-2015 00:00,4943,5.65
38.900262,90.58492,12-05-2011 00:00,3599,22.87
19.946186,96.206529,31-03-2010 00:00,135,6.09
32.745823,82.891086,25-10-2008 00:00,4900,15.55
32.062441,93.276394,15-03-2011 00:00,4382,15.47
36.454536,70.435853,16-01-2012 00:00,4214,29.19
32.39514,78.176619,22-11-2014 00:00,5207,34.44
30.061784,95.755619,11-01-2014 00:00,3691,37.94
30.773552,69.087821,07-03-2013 00:00,1693,15.6
31.962197,80.527384,01-05-2014 00:00,5836,16.32
33.6659,80.227872,14-01-2009 00:00,4661,5.35
27.16066,85.680047,01-09-2009 00:00,277,6.68
25.613658,96.822805,24-09-2015 00:00,463,25.1
23.095188,95.159215,07-05-2013 00:00,224,6
26.690402,66.686104,11-02-2016 00:00,1268,19.62
33.075303,85.94151,25-12-2014 00:00,5669,15.07
22.060229,97.738291,10-12-2009 00:00,1090,14.14
23.488022,74.604182,02-12-2013 00:00,386,6.56
33.304741,87.024028,17-01-2010 00:00,4874,5.05
26.48778,94.249557,02-12-2008 00:00,338,18.65
27.544969,84.783927,02-08-2015 00:00,358,15.5
13.064425,79.072182,03-11-2015 00:00,431,10.63
36.873345,76.180366,13-06-2007 00:00,5016,42.92
27.105863,85.833798,09-01-2007 00:00,476,7.51
37.688524,76.661647,13-08-2010 00:00,2382,30.39
29.279608,97.993761,05-03-2008 00:00,4418,24.31
28.010734,87.280415,25-03-2017 00:00,5038,31.28
38.70901,78.55834,10-03-2015 00:00,1202,9.26
15.066472,97.996466,20-09-2014 00:00,333,33.86
32.095012,69.361783,04-01-2011 00:00,1341,26.54
30.638292,60.673774,03-08-2012 00:00,1233,8.82
29.76489,67.733383,14-08-2013 00:00,729,38.5
35.80863,94.815254,16-12-2007 00:00,4488,24.75
36.388646,82.861609,29-01-2017 00:00,4628,30.59
38.160185,69.879601,17-05-2016 00:00,1144,12.28
14.293517,75.599345,10-11-2015 00:00,635,14.8
33.790598,84.524372,07-08-2012 00:00,4871,13.63
30.875013,66.993697,06-01-2013 00:00,2100,20.18
29.274463,96.463725,03-09-2013 00:00,3774,37.16
28.865158,96.328348,12-10-2009 00:00,3319,28.18
34.345793,74.259202,26-02-2016 00:00,1660,18.81
31.233639,69.455754,28-04-2010 00:00,1727,8.34
35.653822,67.828421,25-04-2007 00:00,2298,16.44
27.650551,92.775715,18-02-2014 00:00,1541,25.71
32.422774,76.554634,16-07-2010 00:00,3041,22.35
36.076765,94.601747,01-11-2010 00:00,4415,31.61
34.4899,63.143196,09-09-2012 00:00,2325,27.74
4.196525,97.301516,27-08-2016 00:00,2039,10.86
36.022273,71.421569,12-03-2009 00:00,2957,43.57
30.236447,96.261517,02-04-2013 00:00,4910,16.24
22.42542,80.972517,31-07-2007 00:00,658,6.37
36.834686,78.18186,25-10-2013 00:00,3798,22.74
31.772823,95.313342,08-06-2007 00:00,4995,21.54
37.094683,76.842833,28-11-2014 00:00,2558,21.47
28.809615,91.414357,09-05-2010 00:00,4763,8.03
33.819845,94.119955,18-12-2012 00:00,4810,16.27
35.677528,95.933062,11-08-2007 00:00,4240,11.78
31.599456,90.65862,22-11-2013 00:00,4887,7
21.100958,93.165866,07-07-2016 00:00,266,24.46
35.347666,95.359115,14-04-2012 00:00,4595,10.44
26.221507,90.367459,06-07-2014 00:00,43,6.03
38.62384,74.573026,13-01-2014 00:00,4515,33.53
25.804794,65.698598,20-02-2008 00:00,723,7.78
30.394496,70.472804,25-08-2008 00:00,477,9
27.296593,66.882973,03-05-2009 00:00,865,15.81
37.570968,96.435284,05-06-2009 00:00,4248,25.45
30.528799,82.307484,13-12-2009 00:00,5189,7
20.083087,94.172703,01-02-2013 00:00,534,23.9
31.850101,76.174068,27-06-2010 00:00,599,13.16
35.416506,87.639787,26-09-2008 00:00,4946,7.01
29.298819,96.906623,04-12-2014 00:00,5255,44.37
37.020572,76.784169,08-05-2008 00:00,3006,37.44
27.937726,93.498771,29-11-2009 00:00,1638,22.49
37.60252,86.222316,06-08-2008 00:00,2969,5.66
21.707343,93.486091,22-09-2011 00:00,2030,28.89
35.979614,70.560047,18-03-2012 00:00,2691,19.67
36.95324,73.082521,25-01-2015 00:00,3203,35
25.600498,62.739447,24-10-2008 00:00,106,8.15
36.325257,97.422498,01-06-2011 00:00,2802,5.85
34.057801,73.560918,10-03-2008 00:00,1503,14.25
21.486413,76.290286,21-11-2014 00:00,373,5.46
33.782729,70.248991,06-04-2011 00:00,1381,7.13
32.384185,85.247854,18-02-2016 00:00,4849,7.99
31.448725,78.256195,14-11-2012 00:00,3404,24.79
35.179273,68.417829,13-06-2015 00:00,4122,30.57
29.520392,80.887511,27-08-2014 00:00,1301,25.75
35.86866,93.186488,13-10-2011 00:00,4892,23.99
16.31755,79.034425,06-11-2016 00:00,438,9.79
29.945442,89.220803,24-12-2015 00:00,5155,21.28
38.719257,81.958668,11-10-2014 00:00,1144,5.26
31.996018,69.864989,15-07-2011 00:00,1147,28.08
30.641848,95.258612,17-06-2007 00:00,4686,14.65
26.949292,61.688786,21-11-2011 00:00,1369,5.96
38.116952,76.512132,10-01-2009 00:00,2713,8.3
15.206297,74.400435,04-07-2012 00:00,681,7.37
26.979842,66.318429,10-07-2013 00:00,1237,16.12
34.795318,75.14567,30-03-2012 00:00,3802,41.47
30.088729,93.496156,11-12-2016 00:00,4962,29.63
